artist,album,track,uri,track_id,album_name,track_name,duration_ms,explicit,popularity,danceability,energy,mode,speechiness,acousticness,instrumentalness,liveness,valence,track_genre,artist_1,artist_2,artist_3,tempo_scaled,loudness_scaled
cymande,cymande,bra,spotify:track:5HrxlXl6yE5PWxFkNyUOz7,6tksdxonhmq6eoejgb2q22,cymande,bra,306360,0,47,0.676,0.769,1,0.0535,0.00545,0.0256,0.131,0.891,afrobeat,cymande,,,0.4837573755403251,0.217664734921657
nas,illmatic,it ain't hard to tell,spotify:track:2CPturRUlpvirYr7VpkXCV,2cpturrulpviryr7vpkxcv,illmatic,it ain't hard to tell,202106,1,65,0.69,0.729,0,0.221,1.7e-05,0.0431,0.152,0.357,hardcore,nas,,,0.3754581463767401,0.1248765829577163
shaggy,hot shot,it wasn't me,spotify:track:3WkibOpDF7cQ5xntM1epyf,4woflpn7hnodcdo2dac2n9,los clásicos del pop 90s,it wasn't me,229194,0,2,0.851,0.621,1,0.0675,0.0545,0.0,0.336,0.691,reggae,shaggy,ricardo ducent,,0.3892764985290008,0.0897832152822494
travis scott,birds in the trap sing mcknight,goosebumps,spotify:track:6gBFPUFcJLzWGx4lenP6h2,6gbfpufcjlzwgx4lenp6h2,birds in the trap sing mcknight,goosebumps,243836,1,84,0.841,0.728,1,0.0484,0.0847,0.0,0.149,0.43,hip-hop,travis scott,,,0.5343630327235672,0.0723116548615583
the wailers,burnin',i shot the sheriff,spotify:track:7bnRX1ObyGzzSuOWrNFLWw,5ubkhkwtj4e47rclqqu3yh,burnin' (deluxe edition),i shot the sheriff,279720,0,60,0.801,0.641,1,0.173,0.34,4.5e-05,0.0693,0.741,dub,the wailers,,,0.3984024456387752,0.2006439150032196
ricky skaggs,super hits,highway 40 blues,spotify:track:47bhJ2T5HpcGajdjUPbmNJ,4uiz713fq4fokls0utr5od,country gentleman: the best of ricky skaggs,highway 40 blues,190066,0,28,0.64,0.752,1,0.0311,0.0562,0.000311,0.311,0.949,bluegrass,ricky skaggs,,,0.4828451917229591,0.2099377548830221
frank ocean,blonde,solo,spotify:track:35xSkNIXi504fcEwz9USRB,35xsknixi504fcewz9usrb,blonde,solo,257380,1,69,0.469,0.289,0,0.0366,0.85,2.48e-06,0.161,0.258,soul,frank ocean,,,0.5497961967687327,0.2280317664734922
agepê,me leva,moro onde não mora ninguém,spotify:track:22Rc6TJRTkK8e8ekvkKO77,6ggqzi29wdcc6sbbpx1wp8,dose dupla,moro onde não mora ninguém,218053,0,42,0.726,0.53,1,0.065,0.722,0.000138,0.0537,0.777,samba,agepê,,,0.5747908551517841,0.277763468555484
daft punk,random access memories,instant crush (feat. julian casablancas),spotify:track:2cGxRwrMyEAp8dEbuZaVv6,2cgxrwrmyeap8debuzavv6,random access memories,instant crush (feat. julian casablancas),337560,0,76,0.775,0.585,0,0.0271,0.0422,0.619,0.077,0.518,electro,daft punk,julian casablancas,,0.4517446542741153,0.2042283751878085
keyshia cole,the way it is,love,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,0w4nhjhcqkcqep2gipdcdq,the way it is,love,255333,0,76,0.688,0.519,1,0.0283,0.064,0.0,0.1,0.318,soul,keyshia cole,,,0.4795703696398928,0.0919510624597553
the kinks,kinks,all day and all of the night,spotify:track:1mfV2kv9RwFKVI8kEQlmOJ,7xqmkg2omicy6leamjifwk,the anthology 1964 - 1971,all day and all of the night,142480,0,41,0.551,0.958,1,0.0834,0.512,0.0,0.0762,0.709,british,the kinks,,,0.5623777591506007,0.0612577806396222
william onyeabor,world psychedelic classics 5: who is william onyeabor?,fantastic man,spotify:track:2B6945YOzaZaWncHmywJtO,1etzhp9ortkdclkeyt0xqm,world psychedelic classics 5: who is william onyeabor?,fantastic man,386160,0,45,0.7,0.756,1,0.0575,0.00182,0.711,0.0575,0.944,afrobeat,william onyeabor,,,0.4695692191377808,0.2299420476497102
misty in roots,roots controller,how long jah,spotify:track:5B7TDq0VoHrA1nXkQ33LIE,0uaq0dfcsar4kxcjxm61pr,roots controller,how long jah,284320,0,27,0.871,0.583,0,0.0385,0.0242,0.0393,0.172,0.625,dub,misty in roots,,,0.5392444488273096,0.1448164842240824
sizzla,da real thing,just one of those days,spotify:track:6YUTHNchsxKwWs37fFaV95,5xokclihzpvexauw4iy7im,the journey - the very best of sizzla kalonji,just one of those days,233266,0,29,0.704,0.604,1,0.165,0.0379,0.0,0.0488,0.522,dancehall,sizzla,,,0.6081923968246141,0.1240394934535308
frank ocean,blonde,self control,spotify:track:5GUYJTQap5F3RDQiCOJhrS,5guyjtqap5f3rdqicojhrs,blonde,self control,249667,0,76,0.581,0.21,1,0.0321,0.768,0.0,0.369,0.452,soul,frank ocean,,,0.3291216738162155,0.2237604636188024
alice in chains,dirt,down in a hole (2022 remaster),spotify:track:7FRfYOql61DGDp9VPPe2qA,7frfyoql61dgdp9vppe2qa,dirt (2022 remaster),down in a hole (2022 remaster),338226,0,65,0.357,0.795,1,0.0337,0.0134,0.00013,0.111,0.416,grunge,alice in chains,,,0.3992694311588843,0.126808327967375
jefferson airplane,surrealistic pillow,embryonic journey,spotify:track:2zbGXr2XCcRR40R7ymEENc,2zbgxr2xccrr40r7ymeenc,surrealistic pillow,embryonic journey,112093,0,58,0.293,0.354,1,0.0282,0.804,0.919,0.154,0.487,psych-rock,jefferson airplane,,,0.4422941012113143,0.3010302640051514
gang starr,full clip: a decade of gang starr,full clip,spotify:track:30oTS7bm0aH3p7lqjEIu8q,30ots7bm0ah3p7lqjeiu8q,full clip: a decade of gang starr,full clip,217440,1,65,0.875,0.745,1,0.269,0.0227,2.37e-06,0.287,0.749,hardcore,gang starr,,,0.3911748270137896,0.1261429491307147
eartheater,trinity,solid liquid gas,spotify:track:6LNHqxLC3cnbL0X1Q7KXPC,5zphonn5x6vg5grtsqyopu,trinity,solid liquid gas,244442,0,45,0.276,0.78,1,0.0965,0.0283,0.0705,0.294,0.326,club,eartheater,,,0.7395633022697763,0.1792015453960077
george jones,why baby why,jambalaya (on the bayou),spotify:track:3z6HYvYOLr5BoK342t90Sg,5tjrbva8njisoybzhunife,george jones salutes hank williams,jambalaya (on the bayou),133653,0,10,0.569,0.372,1,0.036,0.708,0.0,0.0996,0.774,honky-tonk,george jones,,,0.6742846342225071,0.235393861343636
young stunners,gumaan,gumaan,spotify:track:6cdiviyVL3tFYE1eDcmUzL,6cdiviyvl3tfye1edcmuzl,gumaan,gumaan,260173,0,61,0.716,0.542,1,0.304,0.358,0.0,0.106,0.571,hip-hop,young stunners,talha anjum,talhah yunus,0.3184507667274789,0.1329469843314016
roy orbison,"oh, pretty woman",leah,spotify:track:2MOAhn6Son4RzjKI4MP4PX,4q5ct5lueabnmnmgajmu20,the essential roy orbison,leah,160866,0,24,0.622,0.348,1,0.0307,0.848,0.000212,0.064,0.424,rockabilly,roy orbison,,,0.4212768929868678,0.2217857909422623
tracy chapman,tracy chapman,fast car,spotify:track:2M9ro2krNb7nr7HSprkEgo,2m9ro2krnb7nr7hsprkego,tracy chapman,fast car,296800,0,78,0.711,0.292,0,0.037,0.313,0.0,0.131,0.194,folk,tracy chapman,,,0.4271280180135759,0.333161622665808
prince,purple rain,purple rain,spotify:track:54X78diSLoUDI3joC2bjMz,54x78disloudi3joc2bjmz,purple rain,purple rain,520786,0,75,0.367,0.452,1,0.0307,0.0353,0.00228,0.689,0.189,funk,prince,,,0.4645809706950676,0.2236746082850398
journey,escape,don't stop believin',spotify:track:4bHsxqR3GMrXTxEPLuK5ue,4bhsxqr3gmrxtxepluk5ue,escape (bonus track version),don't stop believin',250986,0,83,0.5,0.748,1,0.0363,0.127,0.0,0.447,0.514,hard-rock,journey,,,0.4883552750521835,0.1946984331401589
chet baker,chet baker sings,my funny valentine,spotify:track:4l9hml2UCnxoNI3yCdL1BW,7p2plfrkry9nc7nedoocea,desayuno en calma,my funny valentine,139586,0,0,0.44,0.0302,0,0.0375,0.929,0.00836,0.109,0.213,jazz,chet baker,,,0.4425981624837696,0.3984331401588323
elis regina,vento de maio,tiro ao álvaro,spotify:track:7f31hpuzCNIU0rX5E6Dr3g,2slvyncs3s8klpvzgxgic2,elis regina,tiro ao álvaro,162400,0,39,0.603,0.649,1,0.104,0.463,0.0,0.101,0.957,jazz,elis regina,adoniran barbosa,,0.3853401377315386,0.1503541532517708
bill withers,still bill,lean on me,spotify:track:3M8FzayQWtkvOhqMn2V4T2,3m8fzayqwtkvohqmn2v4t2,still bill,lean on me,258834,0,70,0.619,0.22,1,0.0672,0.782,1.19e-05,0.124,0.426,soul,bill withers,,,0.3087577864339365,0.2971023824855119
jimi hendrix,electric ladyland,crosstown traffic,spotify:track:1ntxpzIUbSsizvuAy6lTYY,1ntxpziubssizvuay6ltyy,electric ladyland,crosstown traffic,146573,0,63,0.486,0.963,0,0.129,0.248,2.39e-06,0.158,0.533,blues,jimi hendrix,,,0.4648562694147231,0.1198755097660442
the beatles,magical mystery tour,i am the walrus - remastered 2009,spotify:track:6Pq9MmkDQYZiiCDpxnvrf6,6pq9mmkdqyziicdpxnvrf6,magical mystery tour (remastered),i am the walrus - remastered 2009,275866,0,62,0.401,0.556,1,0.0513,0.0828,0.000359,0.589,0.654,british,the beatles,,,0.3501060105517479,0.2260356299635115
mac miller,the divine feminine,my favorite part,spotify:track:66wkCYWlXzSTQAfnsPBptt,1dtt5r0imuzoxi1inz5o9c,mellow bars r'n'b,my favorite part,216000,0,5,0.861,0.329,1,0.0527,0.629,1.88e-06,0.14,0.717,hip-hop,mac miller,ariana grande,,0.3904146738326512,0.1543893539386134
gregory isaacs,night nurse,cool down the pace,spotify:track:4llIZen1Cn4mi3DJm2Lqlz,4llizen1cn4mi3djm2lqlz,night nurse (expanded edition),cool down the pace,317360,0,57,0.87,0.299,1,0.248,0.122,0.0514,0.0926,0.933,dub,gregory isaacs,,,0.311847706391861,0.2877870787722687
george jones,super hits,the window up above,spotify:track:2RqhJRMF3FAbvKs8ZUCMYn,1lx4kpotddmyxote37p5vn,more starday & musicor originals,the window up above,162680,0,13,0.366,0.209,1,0.0297,0.866,2.26e-05,0.193,0.549,honky-tonk,george jones,,,0.4071216080732376,0.3365314445159906
skeng,gvnman shift,gvnman shift,spotify:track:4y0AUgG6XhQac3a6Li93QU,4y0augg6xhqac3a6li93qu,gvnman shift,gvnman shift,204068,1,59,0.911,0.57,0,0.314,0.549,0.0,0.0966,0.368,dancehall,skeng,,,0.4112757424847558,0.1220862846104314
joão gilberto,joão gilberto,águas de março,spotify:track:7Jj66NaXj1Nn6xrkB7vlSf,4ck56hqzqsrrmwavehgy6h,joão gilberto (1973),águas de março,323773,0,22,0.713,0.078,0,0.0891,0.876,0.046,0.112,0.815,guitar,joão gilberto,,,0.6276646450700984,0.5899119982828933
george jones,the best of george jones,tender years,spotify:track:4knvUR2YhDYC9gHfR5QTE9,5zezsksmthuegzmfymyd01,hits by george,tender years,147013,0,14,0.41,0.226,1,0.0333,0.874,0.0,0.186,0.353,honky-tonk,george jones,,,0.344320628502868,0.2431637690491521
m.i.a.,kala,paper planes,spotify:track:1ixbwbeBi5ufN4noUKmW5a,1ixbwbebi5ufn4noukmw5a,kala,paper planes,205200,0,77,0.447,0.848,1,0.222,0.033,7.46e-05,0.65,0.485,indie-pop,m.i.a.,,,0.7077765724898508,0.1325177076625885
miles davis,kind of blue (legacy edition),blue in green (feat. john coltrane & bill evans),spotify:track:0aWMVrwxPNYkKmFthzmpRi,0awmvrwxpnykkmfthzmpri,kind of blue (legacy edition),blue in green (feat. john coltrane & bill evans),337733,0,63,0.421,0.0162,0,0.0388,0.808,0.0024,0.0978,0.154,jazz,miles davis,john coltrane,bill evans,0.4539511529674736,0.5442584245546255
the pharcyde,labcabincalifornia,runnin',spotify:track:1i7tKveM6Wo3dG31c5OwAL,0xgpistoxq1ijncylprvz5,labcabincalifornia (deluxe edition),runnin',296266,1,64,0.754,0.785,0,0.18,0.0287,0.00144,0.319,0.821,hardcore,the pharcyde,,,0.3867453938826159,0.1755097660442155
the strokes,room on fire,i can't win,spotify:track:6LOW3ywg0X7Z94grKn7tTc,7ex5sypk35v8y9d9ps6rwy,room on fire,i can't win,162040,0,57,0.472,0.746,1,0.0321,0.00581,0.663,0.0999,0.403,garage,the strokes,,,0.4003747349736206,0.1033483580167418
bj the chicago kid,in my mind,turnin' me up,spotify:track:5MjAFPcmrR1DYCgZrXCN4d,5yeipnru3wqmawoomp8ge9,autumn girl,turnin' me up,269240,0,0,0.731,0.79,1,0.0793,0.0429,0.186,0.0562,0.879,alternative,bj the chicago kid,,,0.3225761385861972,0.090427130285469
jimi hendrix,are you experienced,foxey lady,spotify:track:23MrkN7g6Q5U7GLIxNHN1B,23mrkn7g6q5u7glixnhn1b,are you experienced,foxey lady,198773,0,61,0.507,0.847,0,0.0411,0.0751,0.237,0.372,0.566,psych-rock,jimi hendrix,,,0.403070197064576,0.1284825069757459
j.j. cale,naturally,don't go to strangers,spotify:track:5qZKuuKGngifO5psg19XdO,5qzkuukgngifo5psg19xdo,naturally,don't go to strangers,143800,0,61,0.789,0.217,0,0.0499,0.792,0.228,0.111,0.876,blues,j.j. cale,,,0.483001331295301,0.4448594118909637
the emotions,rejoice,best of my love,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,2m2wj7gblcknxdhyfpp9zy,rejoice,best of my love,220560,0,70,0.784,0.713,1,0.0339,0.447,0.14,0.0904,0.97,disco,the emotions,,,0.4743479118386667,0.1473277527366387
bob marley & the wailers,uprising,could you be loved,spotify:track:61dXuN3VyqGOyOeMfJXIPh,5o4ernlj74pif6kgol1zrc,uprising,could you be loved,237000,0,78,0.916,0.72,1,0.1,0.36,0.00016,0.0958,0.76,reggae,bob marley & the wailers,,,0.4245024078365629,0.1834513844172569
the smiths,the smiths,this charming man - 2011 remaster,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,1fvdj9kgxcqwv1utypl3jz,the smiths,this charming man - 2011 remaster,162920,0,77,0.611,0.846,1,0.0436,0.00509,0.0,0.0784,0.751,punk-rock,the smiths,,,0.4269677695051198,0.1266151534664091
hank williams,the complete hank williams,kaw-liga,spotify:track:6I6awxRtxjqYwzrTzfXWsd,1rerbsxp75ww7nmslxxthk,the ultimate collection,kaw-liga,154960,0,13,0.632,0.291,0,0.0344,0.841,0.0,0.191,0.715,honky-tonk,hank williams,drifting cowboys,,0.457258846539454,0.2368748658510411
toots & the maytals,pressure drop: the best of toots & the maytals,beautiful woman,spotify:track:2QHTsvb2eBHffBeIxqh6Nf,79heqyksjm87zm0d4fnaqf,time tough: the anthology,beautiful woman,239040,0,35,0.566,0.574,1,0.0759,0.015,0.0,0.0331,0.942,ska,toots & the maytals,,,0.7329972223591867,0.2703799098518995
simon & garfunkel,sounds of silence,april come she will,spotify:track:0djZ2ndRfAL69WYNra5jRC,0djz2ndrfal69wynra5jrc,sounds of silence,april come she will,109386,0,66,0.489,0.186,1,0.029,0.863,0.000152,0.2,0.349,folk,simon & garfunkel,,,0.4201181730026461,0.348486799742434
boards of canada,music has the right to children,olson,spotify:track:5DZ4M3yMat79ok25rZHuA9,0aprtlwuf2nmdkc9gcp5kz,music has the right to children,olson,91706,0,58,0.223,0.0138,0,0.0294,0.937,0.916,0.13,0.0357,ambient,boards of canada,,,0.2630417632266653,0.7049152178579094
cymande,cymande,dove,spotify:track:6yYGrFfc595ggAwsYpH13v,4tbioab7ffbhhi2glq0ewa,cymande,dove,655440,0,48,0.439,0.475,0,0.0361,0.449,0.253,0.0903,0.428,afrobeat,cymande,,,0.4590380158769291,0.2695428203477141
gregory porter,take me to the alley,holding on,spotify:track:5chQ7sNFXJkOg6DpuDVpiL,0n9lajwz9nld1zuac6qa4k,heartbreak songs,holding on,256387,0,37,0.486,0.35,1,0.0776,0.148,3.28e-05,0.0696,0.124,j-pop,gregory porter,kem,,0.8042009762832207,0.1689632968448164
tommy james & the shondells,crimson & clover,crystal blue persuasion,spotify:track:0aD8W0ChzDgEKpB1zsJ8zv,0ad8w0chzdgekpb1zsj8zv,crimson & clover,crystal blue persuasion,242320,0,55,0.621,0.341,1,0.049,0.102,7.78e-05,0.0652,0.578,garage,tommy james & the shondells,,,0.4049520898049077,0.2456750375617085
duke ellington,duke ellington & john coltrane,my little brown book,spotify:track:4rmCI9VWrwrJTJ8XQ80BMN,4rmci9vwrwrjtj8xq80bmn,duke ellington & john coltrane,my little brown book,319733,0,59,0.372,0.187,0,0.0323,0.942,0.139,0.161,0.217,piano,duke ellington,john coltrane,,0.2889979126604539,0.2896758961150462
estelle,shine,american boy,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,22udw8rsflbusaagtxq4z8,shine,american boy,284733,1,78,0.727,0.729,1,0.326,0.171,0.0,0.07,0.512,soul,estelle,kanye west,,0.4845750538270631,0.0641553981541104
jimi hendrix,are you experienced,purple haze,spotify:track:0wJoRiX5K5BxlqZTolB2LD,0wjorix5k5bxlqztolb2ld,are you experienced,purple haze,170813,0,71,0.533,0.905,1,0.0754,0.00876,0.578,0.0698,0.486,blues,jimi hendrix,,,0.4474631428430551,0.113092938398798
kodak black,i’m so awesome,walk,spotify:track:124M3vTaGIy0pjxIYgzYub,41vui66skzegzfhxwmkk8t,walk - fresh rap flow,walk,166039,1,0,0.817,0.512,1,0.0984,0.037,0.0,0.216,0.17,hip-hop,kodak black,,,0.5343260522985388,0.1490019317450097
nat king cole,unforgettable,unforgettable,spotify:track:648TTtYB0bH0P8Hfy0FmkL,648tttyb0bh0p8hfy0fmkl,unforgettable,unforgettable,191973,0,67,0.349,0.182,1,0.031,0.92,0.0152,0.143,0.178,jazz,nat king cole,,,0.5592015515342768,0.2898905344494527
solomon burke,the very best of solomon burke,everybody needs somebody to love,spotify:track:4NL8D4RQsC6ux6eI3m3Lg5,6kle4rnz6te74qu4hokqkt,thanksgiving party,everybody needs somebody to love,164826,0,0,0.659,0.505,1,0.0431,0.187,0.0,0.229,0.871,blues,solomon burke,,,0.313121476587282,0.2243399871217
the cure,three imaginary boys,boys don't cry,spotify:track:1QFh8OH1e78dGd3VyJZCAC,1qfh8oh1e78dgd3vyjzcac,three imaginary boys,boys don't cry,155973,0,77,0.462,0.836,0,0.0621,0.00517,0.0,0.18,0.671,punk-rock,the cure,,,0.6934487122594217,0.1237389997853617
otis redding,the dock of the bay,(sittin' on) the dock of the bay,spotify:track:3zBhihYUHBmGd2bcQIobrF,3zbhihyuhbmgd2bcqiobrf,the dock of the bay (mono),(sittin' on) the dock of the bay,163755,0,76,0.769,0.367,1,0.0312,0.684,1.62e-05,0.081,0.535,blues,otis redding,,,0.4257720690958697,0.2409315303713244
hank williams,memorial album,"cold, cold heart",spotify:track:1lnQ6kkVaHg0Itdx88REdJ,1lnq6kkvahg0itdx88redj,memorial album (expanded edition),"cold, cold heart",165800,0,46,0.576,0.166,1,0.0371,0.887,0.0,0.153,0.541,honky-tonk,hank williams,drifting cowboys,,0.4651274591982643,0.2586606567933033
lebanon hanover,tomb for two,gallowdance,spotify:track:74SUn8w4lYSwgOGPvVZiEo,74sun8w4lyswgogpvvzieo,tomb for two,gallowdance,292600,0,67,0.705,0.766,1,0.033,0.511,0.845,0.109,0.279,punk,lebanon hanover,,,0.5671687786598293,0.1809615797381413
jpegmafia,veteran,1539 n. calvert,spotify:track:6XyxCBp6x3jvtxXvMN5sAA,6xyxcbp6x3jvtxxvmn5saa,veteran,1539 n. calvert,157258,1,64,0.863,0.717,0,0.17,0.278,0.0826,0.0991,0.357,industrial,jpegmafia,,,0.6247637361734301,0.0674393646705302
mura masa,mura masa,love$ick (feat. a$ap rocky),spotify:track:3sTN90bIP2cJ1783ctHykO,3stn90bip2cj1783cthyko,mura masa,love$ick (feat. a$ap rocky),192160,1,74,0.625,0.763,0,0.129,0.147,0.0106,0.214,0.721,soul,mura masa,a$ap rocky,,0.3646804069490327,0.1072333118694999
sly & the family stone,stand,everyday people,spotify:track:4ZVZBc5xvMyV3WzWktn8i7,4zvzbc5xvmyv3wzwktn8i7,stand,everyday people,141506,0,67,0.807,0.497,1,0.0297,0.307,0.0327,0.043,0.765,psych-rock,sly & the family stone,,,0.4705717995496606,0.2286971453101525
jimi hendrix,axis: bold as love,bold as love,spotify:track:0uco0wQkB909zpPlHvu5Cc,0uco0wqkb909zpplhvu5cc,axis: bold as love,bold as love,251013,0,57,0.354,0.741,1,0.0806,0.018,0.0134,0.0753,0.596,psych-rock,jimi hendrix,,,0.5848988379928669,0.1371109680188882
lou reed,transformer,walk on the wild side,spotify:track:5p3JunprHCxClJjOmcLV8G,5p3junprhcxcljjomclv8g,transformer,walk on the wild side,254173,0,73,0.575,0.318,1,0.109,0.683,0.000202,0.0934,0.385,psych-rock,lou reed,,,0.4294742205348191,0.3590470057952351
blackstreet,another level,no diggity,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,6mdqqkq8ssc0wb4i8pyruq,another level,no diggity,304600,0,77,0.867,0.646,0,0.288,0.303,0.0,0.279,0.67,j-dance,blackstreet,dr. dre,queen pen,0.3641914435514357,0.1003004936681691
the hu,the gereg,wolf totem,spotify:track:5hISmTJXBXdOes4htbUhGk,5hismtjxbxdoes4htbuhgk,the gereg,wolf totem,338000,0,61,0.557,0.718,1,0.0415,0.0888,0.0511,0.661,0.49,metal,the hu,,,0.706897260161399,0.1825069757458682
ozzy osbourne,blizzard of ozz (expanded edition),crazy train,spotify:track:2b9lp5A6CqSzwOrBfAFhof,7acxuo21jtthzy7zev56vu,blizzard of ozz (40th anniversary expanded edition),crazy train,293183,0,78,0.454,0.913,1,0.107,0.408,0.000271,0.248,0.521,hard-rock,ozzy osbourne,,,0.5657511957004092,0.0860055805966946
afroman,the good times,crazy rap (colt 45 & 2 zig zags),spotify:track:1ACZpHI5vZ5Ea4xGlkdGWM,1aczphi5vz5ea4xglkdgwm,the good times,crazy rap (colt 45 & 2 zig zags),328666,1,74,0.927,0.367,1,0.382,0.325,0.0,0.132,0.576,comedy,afroman,,,0.4070024489259241,0.1673320455033269
pete rock,center of attention,grown man sport,spotify:track:6dRj771QZr0KOQVwaB6ykM,6drj771qzr0koqvwab6ykm,center of attention,grown man sport,276373,1,62,0.801,0.757,1,0.316,0.478,1.32e-05,0.163,0.607,hardcore,pete rock,ini,,0.3616891014578505,0.1719038420261859
baden powell,os afro-sambas,canto de ossanha,spotify:track:1ZHfMFfKdpFmAIAXIWK9LH,3ac21uuhgqkwmj5nsbyqeo,minha historia,canto de ossanha,410693,0,25,0.399,0.242,1,0.0615,0.57,0.89,0.113,0.494,guitar,baden powell,,,0.3749239846818861,0.4593045717965228
roy orbison,"oh, pretty woman","oh, pretty woman",spotify:track:48i055G1OT5KxGGftwFxWy,48i055g1ot5kxggftwfxwy,"oh, pretty woman","oh, pretty woman",178933,0,73,0.619,0.603,1,0.0342,0.712,0.0,0.0721,0.958,r-n-b,roy orbison,,,0.5236140558486597,0.2034771410173856
john denver,"the john denver collection, vol 1: take me home country roads","take me home, country roads",spotify:track:39q7xibBdRboeMKUbZEB6g,1yyhdizhx7pndhahko6cds,"poems, prayers and promises","take me home, country roads",190160,0,73,0.462,0.395,1,0.0264,0.758,0.0,0.121,0.625,country,john denver,,,0.3379969758230199,0.2012234385061172
ray charles,"ray charles (aka: hallelujah, i love her so)","hallelujah, i love her so",spotify:track:5P11rW6aJErF37MTfRZS31,5p11rw6ajerf37mtfrzs31,"ray charles (aka: hallelujah, i love her so)","hallelujah, i love her so",155506,0,62,0.696,0.547,0,0.169,0.792,0.0,0.155,0.623,blues,ray charles,,,0.3007864503722696,0.1277742004722044
paolo nutini,sunny side up,candy,spotify:track:4h5m56ExHLPUC9NGz7U1Qa,4h5m56exhlpuc9ngz7u1qa,sunny side up,candy,298693,0,69,0.612,0.601,1,0.0421,0.373,0.0,0.156,0.368,british,paolo nutini,,,0.5142908798054008,0.1675896115046147
bruno mars,love's train,love's train,spotify:track:60gTdTwaNtGAzIxKfeGVfJ,6ivju4wfdbgvztnutmc9py,slow down soul,love's train,307014,0,5,0.71,0.625,0,0.0295,0.029,1.1e-05,0.108,0.784,dance,bruno mars,anderson .paak,silk sonic,0.5793353384941571,0.1933247477999571
g. v. prakash,angadi theru (original motion picture soundtrack),unn perai sollum,spotify:track:1OzLNfXyIgmxSNyEOLgjvQ,0boz1twdclaviflgoxskjb,angadi theru (original motion picture soundtrack),unn perai sollum,368333,0,56,0.467,0.662,0,0.112,0.462,0.0,0.0994,0.45,pop-film,g. v. prakash,naresh iyer,shreya ghoshal,0.3851839981591966,0.1241038849538528
a tribe called quest,people's instinctive travels and the paths of rhythm (25th anniversary edition),can i kick it?,spotify:track:3Ti0GdlrotgwsAVBBugv0I,3ti0gdlrotgwsavbbugv0i,people's instinctive travels and the paths of rhythm (25th anniversary edition),can i kick it?,251573,0,70,0.848,0.666,1,0.274,0.173,0.000699,0.129,0.744,hardcore,a tribe called quest,,,0.3971779826767254,0.1405022537025113
dream theater,images and words,pull me under,spotify:track:5CPXR6lDTvngxtmMZxnWmC,5cpxr6ldtvngxtmmzxnwmc,images and words,pull me under,493933,0,62,0.532,0.941,1,0.0465,0.000579,0.0527,0.15,0.278,classical,dream theater,,,0.4199250530052758,0.1936896329684482
al di meola,friday night in san francisco,"mediterranean sundance / rio ancho - live at warfield theatre, san francisco, ca - december 5, 1980",spotify:track:0og2U8tsBAR7NJysRR6uBU,0og2u8tsbar7njysrr6ubu,friday night in san francisco,"mediterranean sundance / rio ancho - live at warfield theatre, san francisco, ca - december 5, 1980",691306,0,49,0.415,0.576,0,0.0331,0.834,0.808,0.698,0.556,guitar,al di meola,john mclaughlin,paco de lucía,0.4131124369278307,0.2495599914144666
james brown,get on up - the james brown story,get up offa that thing,spotify:track:54BPjpdALecJ7qeKkM2g2P,6mnqudbp9yw2xcmhmctcqn,disco boogie mood,get up offa that thing,250466,0,3,0.827,0.776,0,0.355,0.106,0.0,0.545,0.786,funk,james brown,,,0.484936640205118,0.1607211848036059
jimi hendrix,are you experienced,the wind cries mary,spotify:track:5H6Jp0syB5yEPk7SWYdlmk,5h6jp0syb5yepk7swydlmk,are you experienced,the wind cries mary,200733,0,63,0.499,0.495,1,0.0501,0.348,0.0286,0.2,0.339,psych-rock,jimi hendrix,,,0.3290682576467301,0.2255204979609358
the stooges,the stooges,i wanna be your dog,spotify:track:672N8DGGTOLCOgWe0koX5g,75vbeiczlaff3los1rc3dh,timeless rock hits,i wanna be your dog,190440,0,0,0.541,0.913,1,0.0359,0.0681,0.0521,0.414,0.113,blues,the stooges,,,0.4956773992077971,0.172333118694999
j balvin,oasis,la canción,spotify:track:0fea68AdmYNygeTGI4RC18,29bz3bs505kcwivqwfopbs,clásicos de ahora: perreo,la canción,242573,0,0,0.756,0.646,1,0.319,0.152,1.81e-05,0.108,0.429,latin,j balvin,bad bunny,,0.7235343424880429,0.1243614509551406
bush,sixteen stone,glycerine - remastered,spotify:track:5buITai6eMzU8rJonMEI6e,5buitai6emzu8rjonmei6e,sixteen stone (remastered),glycerine - remastered,266493,0,63,0.421,0.335,1,0.0324,0.0342,0.00236,0.0944,0.0889,grunge,bush,,,0.469351445523725,0.2443228160549474
wilson pickett,the exciting wilson pickett,in the midnight hour,spotify:track:4Px3eyuChcQdX1GXytgxF2,51fpzbiyatkwtbfzzvlxuk,thanksgiving party,in the midnight hour,157160,0,0,0.751,0.444,1,0.0403,0.12,3.53e-06,0.118,0.849,funk,wilson pickett,,,0.4598598030997814,0.1852114187593905
hugh masekela,still grazing,grazing in the grass,spotify:track:5yIMfJOAacVK8EvObn3HsX,77r3moainbxgrjtjwlwjug,60's gold,grazing in the grass,156946,0,19,0.673,0.697,1,0.0271,0.518,0.831,0.256,0.911,afrobeat,hugh masekela,,,0.4415462748385187,0.1492165700794162
